그룹	행	2Depth	3Depth	Checklist	현재H	현재I	후보1_yaml	후보1_케이스	점수	후보2_yaml	후보2_케이스
Receive Overseas Funds	322	Inbound Request	Biometric	환율계산 동작 확인  - Calculate 선택 시 계좌선택 바텀시트 발생 확인 			13_ReceiveOverseas	[11] Inbound Request - 환율계산 동작 확인 - Calculate 선택 시 계좌선택 바텀시트 발생 확인	0.98	13_ReceiveOverseas	[12] Inbound Request - 계좌 선택 시 받는계좌 확인 바텀시트 발생
Receive Overseas Funds	323	Inbound Request	Biometric	계좌 선택 시 받는계좌 확인 바텀시트 발생  - Edit 선택 시 계좌 재선택 발생  - Confirm 선택시 인바운드 Req			13_ReceiveOverseas	[12] Inbound Request - 계좌 선택 시 받는계좌 확인 바텀시트 발생	0.64	13_ReceiveOverseas	[11] Inbound Request - 환율계산 동작 확인 - Calculate 선택 시 계좌선택 바텀시트 발생 확인
Receive Overseas Funds	324	Existing Sender	Biometric	기존 송금인 삭제 동작 확인 			13_ReceiveOverseas	[13] Existing Sender - 기존 송금인 삭제 동작 확인	1.18	13_ReceiveOverseas	[14] Existing Sender - 기존 송금인 수정 동작 확인 - 수정 변경 확인
Receive Overseas Funds	325	Existing Sender	Biometric	기존 송금인 수정 동작 확인  -수정 변경 확인 (Pending 상태만 수정가능) 			13_ReceiveOverseas	[14] Existing Sender - 기존 송금인 수정 동작 확인 - 수정 변경 확인	0.63	13_ReceiveOverseas	[13] Existing Sender - 기존 송금인 삭제 동작 확인
Receive Overseas Funds	326	Inbound Request Status	Biometric	송금요청 한 카드 노출 되는지 확인 			13_ReceiveOverseas	[15] Inbound Request Status - 송금요청 한 카드 노출 되는지 확인	1.18	13_ReceiveOverseas	[16] Inbound Request Status - 송금요청 디테일페이지 확인
Receive Overseas Funds	327	Inbound Request Status	Biometric	송금요청 디테일페이지 확인 			13_ReceiveOverseas	[16] Inbound Request Status - 송금요청 디테일페이지 확인	1.18	13_ReceiveOverseas	[15] Inbound Request Status - 송금요청 한 카드 노출 되는지 확인
Receive Overseas Funds	328	Inbound Request Status	Biometric	송금요청 디테일 > Check Histrory 버튼 선택 시 이력페이지 이동확인			13_ReceiveOverseas	[17] Inbound Request Status - 송금요청 디테일 > Check History 버튼 선택 시 이력페이지 이	1.07	13_ReceiveOverseas	[16] Inbound Request Status - 송금요청 디테일페이지 확인
Receive Overseas Funds	329	Inbound Request Status	Biometric	Submit Another Requsest 선택 시 인바운드 메인화면 이동 확인			13_ReceiveOverseas	[18] Inbound Request Status - Submit Another Request 선택 시 인바운드 메인화면 이동	1.07	13_ReceiveOverseas	[20] Inbound Request Status - Proceed to Payment 선택 시 인바운드 송금 상세 웹페이지 
Receive Overseas Funds	330	Inbound Request Status	Biometric	Share Detail With Sender 선택 시 공유동작 확인			13_ReceiveOverseas	[19] Inbound Request Status - Share Detail With Sender 선택 시 공유동작 확인	1.18	13_ReceiveOverseas	[18] Inbound Request Status - Submit Another Request 선택 시 인바운드 메인화면 이동
Receive Overseas Funds	331	Inbound Request Status	Biometric	Procced to Payment 선택 시 인바운드 송금 상세 웹페이지 연결 확인 			13_ReceiveOverseas	[20] Inbound Request Status - Proceed to Payment 선택 시 인바운드 송금 상세 웹페이지 	1.08	13_ReceiveOverseas	[18] Inbound Request Status - Submit Another Request 선택 시 인바운드 메인화면 이동
Deposit	332	Home	Biometric	홈 화면 이동 확인			14_Deposit	[30] Store Deposit - Request - [?] 선택시 How to deposit 화면 이동 확인	0.41	14_01_Deposit_seungsoo818	[30] Store Deposit - Request - [?] 선택시 How to deposit 화면 이동 확인
Deposit	333	GME Wallet Deposit	KJ	KJ 가상계좌발급 상태 안내페이지 노출 확인  -[Confirm] 버튼 선택 시 Deposit 페이지 이동 확인 			14_Deposit	[02] GME Wallet Deposit - KJ - KJ 가상계좌발급 상태 안내페이지 노출 확인	0.72	14_01_Deposit_seungsoo818	[02] GME Wallet Deposit - KJ - KJ 가상계좌발급 상태 안내페이지 노출 확인
Deposit	334	GME Wallet Deposit	KJ	[?] 선택시 GME Wallet Deposit Guide 화면 이동 확인			14_Deposit	[03] GME Wallet Deposit - KJ - [?] 선택시 GME Wallet Deposit Guide 화면 이동 	1.18	14_01_Deposit_seungsoo818	[03] GME Wallet Deposit - KJ - [?] 선택시 GME Wallet Deposit Guide 화면 이동 
Deposit	335	GME Wallet Deposit	KJ	금액 개별/단위 입력 동작 확인 - 입력후 [x]선택시 금액 입력 취소됨			14_Deposit	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인	0.81	14_01_Deposit_seungsoo818	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인
Deposit	336	GME Wallet Deposit	KJ	Deposit 동작 확인 (실제 입금동작  확인)			14_Deposit	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인	0.50	14_01_Deposit_seungsoo818	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인
Deposit	337	GME Wallet Deposit	WSB	WSB 가상계좌발급 상태 안내페이지 노출 확인  -[Copy Account Number] 버튼 선택 시 계좌번호 복사 이동 확			14_Deposit	[02] GME Wallet Deposit - KJ - KJ 가상계좌발급 상태 안내페이지 노출 확인	0.58	14_01_Deposit_seungsoo818	[02] GME Wallet Deposit - KJ - KJ 가상계좌발급 상태 안내페이지 노출 확인
Deposit	338	GME Wallet Deposit	WSB	Deposit 동작 확인 (실제 입금동작  확인)			14_Deposit	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인	0.50	14_01_Deposit_seungsoo818	[04] GME Wallet Deposit - KJ - 금액 개별/단위 입력 동작 확인
Deposit	339	GMEPay Deposit	국적 : 한국인	Easy Wallet Deposit 선택 시 이용불가 바텀시트 발생 			14_Deposit	[13] GMEPay Deposit - See More 선택시, 상세 설명 바텀시트 발생 확인	0.56	14_03_Deposit_test251024	[13] GMEPay Deposit - See More 선택시, 상세 설명 바텀시트 발생 확인
Deposit	340	GMEPay Deposit	Easy Wallet Non user	홈화면 Easy Wallet 이용 안내 배너 노출 확인  (외국 국적)			14_Deposit	[06] GMEPay Deposit - 홈화면 "GMEPay 가상 계좌" 배너 노출 유무 확인	0.57	14_02_Deposit_test123	[06] GMEPay Deposit - 홈화면 "GMEPay 가상 계좌" 배너 노출 유무 확인
Deposit	341	GMEPay Deposit	Easy Wallet Non user	배너 선택시 Easy Wallet 안내 이용페이지 이동 확인 (외국 국적) 			14_Deposit	[09] GMEPay Deposit - "GMEPay 가상 계좌 입금" 영역 노출 확인 (외국 국적 user)	0.46	14_02_Deposit_test123	[09] GMEPay Deposit - "GMEPay 가상 계좌 입금" 영역 노출 확인 (외국 국적 user)
Deposit	342	GMEPay Deposit	Easy Wallet user	홈화면 Easy Wallet 일일한도 안내 배너 노출 확인  (외국 국적)			14_Deposit	[06] GMEPay Deposit - 홈화면 "GMEPay 가상 계좌" 배너 노출 유무 확인	0.56	14_02_Deposit_test123	[06] GMEPay Deposit - 홈화면 "GMEPay 가상 계좌" 배너 노출 유무 확인
Deposit	343	GMEPay Deposit	Easy Wallet user	배너 선택시 Easy Wallet 이용가이드 이동 확인  (외국 국적)			14_Deposit	[09] GMEPay Deposit - "GMEPay 가상 계좌 입금" 영역 노출 확인 (외국 국적 user)	0.49	14_02_Deposit_test123	[09] GMEPay Deposit - "GMEPay 가상 계좌 입금" 영역 노출 확인 (외국 국적 user)
Deposit	344	GMEPay Deposit	Easy Wallet user	Share Account Number 선택시, 공유 동작 확인			14_Deposit	[11] GMEPay Deposit - Share Account Number 선택시, 공유 동작 확인	1.18	14_03_Deposit_test251024	[11] GMEPay Deposit - Share Account Number 선택시, 공유 동작 확인
Deposit	345	GMEPay Deposit	Easy Wallet user	Copy Account Number 선택시, 복사 동작 확인 (붙여넣기 확인)			14_Deposit	[12] GMEPay Deposit - Copy Account Number 선택시, 복사 동작 확인 (붙여넣기 확인)	1.18	14_03_Deposit_test251024	[12] GMEPay Deposit - Copy Account Number 선택시, 복사 동작 확인 (붙여넣기 확인)
Deposit	346	GMEPay Deposit	Easy Wallet user	우측 상단 [!]  버튼 선택 시 GMEPay Deposit Guide 화면 노출 확인			14_Deposit	[07] GMEPay Deposit - "GMEPay 가상 계좌" 배너 선택 확인	0.57	14_02_Deposit_test123	[07] GMEPay Deposit - "GMEPay 가상 계좌" 배너 선택 확인
Deposit	347	ATM Deposit	Easy Wallet user	ATM Deposit Without Card / ATM Depposit using Card  탭 확인 			14_Deposit	[14] ATM Deposit - ATM Deposit Without Card / ATM Deposit using Card 탭	1.11	14_02_Deposit_test123	[14] ATM Deposit - ATM Deposit Without Card / ATM Deposit using Card 탭
Deposit	348	ATM Deposit	How to request ATM  Deposit?	ATM 이용 안내 선택 시 가이드 페이지 노출 확인 			14_Deposit	[15] ATM Deposit - ATM 이용 안내 선택 시 가이드 페이지 노출 확인	1.18	14_02_Deposit_test123	[15] ATM Deposit - ATM 이용 안내 선택 시 가이드 페이지 노출 확인
Deposit	349	ATM Deposit	How to request ATM  Deposit?	Request deposit 선택시 ATM Deposit 화면 이동 확인			14_Deposit	[16] ATM Deposit - Request deposit 선택시 ATM Deposit 화면 이동 확인	1.18	14_02_Deposit_test123	[16] ATM Deposit - Request deposit 선택시 ATM Deposit 화면 이동 확인
Deposit	350	ATM Deposit	NICE ATM	Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국적 : 국내이용자 이용불가)			14_Deposit	[19] ATM Deposit - HYOSUNG - Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국내이용자 이	1.11	14_Deposit	[17] ATM Deposit - NICE - Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국내이용자 이용불가
Deposit	351	ATM Deposit	NICE ATM	Find nearest ATM 선택 시 근처 NICE ATM 위치 확인 			14_Deposit	[18] ATM Deposit - NICE - Find nearest ATM 선택 시 근처 NICE ATM 위치 확인	1.18	14_02_Deposit_test123	[18] ATM Deposit - NICE - Find nearest ATM 선택 시 근처 NICE ATM 위치 확인
Deposit	352	ATM Deposit	HYOSUNG ATM	Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국적 : 국내이용자 이용불가)			14_Deposit	[19] ATM Deposit - HYOSUNG - Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국내이용자 이	1.11	14_Deposit	[17] ATM Deposit - NICE - Deposit 금액 입력동작 확인 및 Apply 동작 확인 (국내이용자 이용불가
Deposit	353	ATM Deposit	HYOSUNG ATM	Find nearest ATM 선택 시 근처 HYOSUNG ATM 위치 확인 			14_Deposit	[20] ATM Deposit - HYOSUNG - Find nearest ATM 선택 시 근처 HYOSUNG ATM 위치 확	1.18	14_02_Deposit_test123	[20] ATM Deposit - HYOSUNG - Find nearest ATM 선택 시 근처 HYOSUNG ATM 위치 확
Deposit	354	ATM Deposit	ATM Depposit using Card	이용 가능한 편의점 리스트 노출 확인 			14_Deposit	[21] ATM Deposit - Card - 이용 가능한 편의점 리스트 노출 확인	1.18	14_02_Deposit_test123	[21] ATM Deposit - Card - 이용 가능한 편의점 리스트 노출 확인
Deposit	355	ATM Deposit	ATM Depposit using Card	편의점 ATM 별 이용 가이드 페이지 확인 			14_Deposit	[22] ATM Deposit - Card - 편의점 ATM 별 이용 가이드 페이지 확인	1.18	14_02_Deposit_test123	[22] ATM Deposit - Card - 편의점 ATM 별 이용 가이드 페이지 확인
Deposit	356	ATM Deposit	History	History 선택시 ATM Deposit 내역 노출 확인			14_Deposit	[23] ATM Deposit - History - History 선택시 ATM Deposit 내역 노출 확인	1.18	14_02_Deposit_test123	[23] ATM Deposit - History - History 선택시 ATM Deposit 내역 노출 확인
Deposit	357	ATM Deposit	History	Date Filter 동작 확인 - [x]선택시 필터 해제됨			14_Deposit	[24] ATM Deposit - History - Date Filter 동작 확인 - [x]선택시 필터 해제됨	0.78	14_02_Deposit_test123	[24] ATM Deposit - History - Date Filter 동작 확인 - [x]선택시 필터 해제됨
Deposit	358	Auto Debit Deposit	History	등록된 KFTC 계좌리스트 노출 확인 및 변경동작 확인 			14_Deposit	[25] Auto Debit Deposit - 등록된 KFTC 계좌리스트 노출 확인 및 변경동작 확인	1.18	14_01_Deposit_seungsoo818	[25] Auto Debit Deposit - 등록된 KFTC 계좌리스트 노출 확인 및 변경동작 확인
Deposit	359	Auto Debit Deposit	History	View Balance 통해 잔액조회 확인 			14_Deposit	[26] Auto Debit Deposit - View Balance 통해 잔액조회 확인	1.18	14_01_Deposit_seungsoo818	[26] Auto Debit Deposit - View Balance 통해 잔액조회 확인
Deposit	360	Auto Debit Deposit	History	충전 금액 입력 동작 확인 			14_Deposit	[27] Auto Debit Deposit - 충전 금액 입력 동작 확인	1.18	14_01_Deposit_seungsoo818	[27] Auto Debit Deposit - 충전 금액 입력 동작 확인
Deposit	361	Auto Debit Deposit	OTP / 생체인식	KFTC 계좌를 통한 충전동작 확인  (OTP / 생체인식 모두 확인)			14_Deposit	[25] Auto Debit Deposit - 등록된 KFTC 계좌리스트 노출 확인 및 변경동작 확인	0.47	14_01_Deposit_seungsoo818	[25] Auto Debit Deposit - 등록된 KFTC 계좌리스트 노출 확인 및 변경동작 확인
Deposit	362	Store Deposit	Request	Deposit 금액 입력 및 Confirm 동작 확인 - Amount 금액 미입력 시 Confirm 버튼 비활성화 확인 			14_Deposit	[28] Store Deposit - Request - Deposit 금액 입력 및 Confirm 동작 확인	0.79	14_01_Deposit_seungsoo818	[28] Store Deposit - Request - Deposit 금액 입력 및 Confirm 동작 확인
Deposit	363	Store Deposit	Request	Request 완료시 Barcode, Number, Deposit Amount, Time Limit이 표시됨			14_Deposit	[29] Store Deposit - Request - Request 완료시 Barcode, Number, Deposit Am	1.18	14_02_Deposit_test123	[29] Store Deposit - Request - Request 완료시 Barcode, Number, Deposit Am
Deposit	364	Store Deposit	Request	[?] 선택시 How to deposit 화면 이동 확인			14_Deposit	[30] Store Deposit - Request - [?] 선택시 How to deposit 화면 이동 확인	1.18	14_01_Deposit_seungsoo818	[30] Store Deposit - Request - [?] 선택시 How to deposit 화면 이동 확인
Deposit	365	Store Deposit	Request	Quick Guide 진입후 각 편의점 가이드 표시 확인 - GS25, CU, Seven Eleven, emart 24			14_Deposit	[31] Store Deposit - Request - Quick Guide 진입후 각 편의점 가이드 표시 확인	0.77	14_01_Deposit_seungsoo818	[31] Store Deposit - Request - Quick Guide 진입후 각 편의점 가이드 표시 확인
Deposit	366	Store Deposit	Request	Start Store Deposit 선택시 Store Deposit 화면 이동 확인			14_Deposit	[32] Store Deposit - Request - Start Store Deposit 선택시 Store Deposit 화	1.18	14_01_Deposit_seungsoo818	[32] Store Deposit - Request - Start Store Deposit 선택시 Store Deposit 화
Deposit	367	Store Deposit	History	History 탭 Deposit 이력 확인 			14_Deposit	[33] Store Deposit - History - History 탭 Deposit 이력 확인	1.18	14_01_Deposit_seungsoo818	[33] Store Deposit - History - History 탭 Deposit 이력 확인
Deposit	368	Store Deposit	History	Control Number 검색 동작 확인			14_Deposit	[34] Store Deposit - History - Control Number 검색 동작 확인	1.18	14_01_Deposit_seungsoo818	[34] Store Deposit - History - Control Number 검색 동작 확인
Deposit	369	Store Deposit	History	Date Filter 동작 확인 - [x]선택시 필터 해제됨			14_Deposit	[24] ATM Deposit - History - Date Filter 동작 확인 - [x]선택시 필터 해제됨	0.78	14_02_Deposit_test123	[24] ATM Deposit - History - Date Filter 동작 확인 - [x]선택시 필터 해제됨
Loan / Pesonal Finance	370	Store Deposit	History	iOS : Loan / Android : Pesonal Finance Title & icon Check			15_Loan	[01] Loan - **개인 금융 메뉴 미노출 확인** (조건 미충족 계정에서의 정상 동작)	0.06		
ATM Withdraw	371	Store Deposit	History	출금금액 입력동작 확인 ( - / + 동작 확인)			16_ATMWithdraw	[03] Withdraw - 출금금액 입력 동작 확인 (- / + )        (⏸ 잔액 조건)	0.60	16_ATMWithdraw	[04] Withdraw - 신청 동작 확인 → ATM Withdrawal 정보 확인 (⏸ 잔액 조건)
ATM Withdraw	372	Store Deposit	History	[Next] 버튼 선택 시 ATM 선택 바텀시트 발생 확인  - ATM 리스트 및 선택 확인 			16_ATMWithdraw	[02] Withdraw - [다음] → ATM 선택 바텀시트 발생 확인  (⏸ 잔액 조건)	0.48	16_ATMWithdraw	[04] Withdraw - 신청 동작 확인 → ATM Withdrawal 정보 확인 (⏸ 잔액 조건)
ATM Withdraw	373	Store Deposit	History	Apply 동작 확인  -ATM Withdrawal 정보 확인 			16_ATMWithdraw	[04] Withdraw - 신청 동작 확인 → ATM Withdrawal 정보 확인 (⏸ 잔액 조건)	0.65	16_ATMWithdraw	[01] Withdraw - First time using ATM Withdrawal → 출금 가이드 진입 확인
ATM Withdraw	374	Store Deposit	History	First time using ATM Withdrawal 선택 시 가이드 페이지 이동 확인  - 출금가이드 정상 진입 확인 			16_ATMWithdraw	[01] Withdraw - First time using ATM Withdrawal → 출금 가이드 진입 확인	0.70	16_ATMWithdraw	[04] Withdraw - 신청 동작 확인 → ATM Withdrawal 정보 확인 (⏸ 잔액 조건)
GME Wallet Statement	375	Store Deposit	History	잔액 정상 노출 확인 			17_WalletStatement	[01] Statement - 잔액 정상 노출 확인	1.00	23_MyWallet	[01] My Wallet 화면 진입 · 기본 요소 노출
GME Wallet Statement	376	Store Deposit	History	필터동작 확인  - 상태, 날짜			17_WalletStatement	[02] Statement - 필터동작 확인 - 상태, 날짜	0.61	17_WalletStatement	[01] Statement - 잔액 정상 노출 확인
Telecom	377	GME Mobile	Home	홈화면 이동 확인			18_Telecom	[01] GME Mobile - 홈화면 이동 확인	1.18	18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인
Telecom	378	GME Mobile	Contact us	CS 팝업 발생 확인			18_Telecom	[02] GME Mobile - CS 팝업 발생 확인 (Contact us)	0.81	18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인
Telecom	379	GME Mobile	GME Mobile	GME Mobile 선택 시  요금제 선택 페이지 발생 확인 			18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인	1.00	18_Telecom	[04] GME Mobile - Line SIM / 선불 SIM 선택 시 요금제 목록 발생 확인
Telecom	380	GME Mobile	GME Mobile	Apply for line sim / Pre-paid 상품 선택시 요금제 발생 확인 			18_Telecom	[04] GME Mobile - Line SIM / 선불 SIM 선택 시 요금제 목록 발생 확인	0.61	18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인
Telecom	381	GME Mobile	GME Mobile	임의의 요금제 선택 시 New Number / Same Number 선택 페이지 발생 확인 			18_Telecom	[05] 🚫 BLOCKED — 임의 요금제 선택 → New Number / Same Number 페이지	0.67	18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인
Telecom	382	GME Mobile	GME Mobile	New Number 상품 요금제 정상신청 동작 확인 			18_Telecom	[06] 🚫 BLOCKED — New Number 상품 요금제 정상신청 동작 확인	0.85	18_Telecom	[07] 🚫 BLOCKED — Same Number 상품 요금제 정상신청 동작 확인
Telecom	383	GME Mobile	GME Mobile	Same Number 상품 요금제 정상신청 동작 확인 			18_Telecom	[07] 🚫 BLOCKED — Same Number 상품 요금제 정상신청 동작 확인	0.85	18_Telecom	[06] 🚫 BLOCKED — New Number 상품 요금제 정상신청 동작 확인
Telecom	384	GME Mobile	GME Mobile	Check My GME Mobile usage 선택시 신청한 유심 정보 정상적으로 노출되는지 확인 			18_Telecom	[08] GME Mobile - 사용량 확인 → 신청한 유심 정보 노출	0.60	18_Telecom	[03] GME Mobile - Mobile SIM 선택 시 요금제 선택 페이지 발생 확인
Issue Certificate	385	Certificate of Alien Registration	GME Mobile	외국인등록사실증명 동작 정상적으로 진행되는지 확인 			19_IssueCertificate	[01] Certificate - 외국인등록사실증명(Certificate of Alien Registration)	0.38	19_IssueCertificate	[04] Certificate - 주민등록등본(Household Register, For Koreans)
Issue Certificate	386	Household Register (For Koreans)	GME Mobile	주민등록등본 동작 정상적으로 진행되는지 확인 			19_IssueCertificate	[04] Certificate - 주민등록등본(Household Register, For Koreans)	0.17	19_IssueCertificate	[03] Certificate - 주민등록초본(Resident Registration, For Koreans)
Issue Certificate	387	Resident Registration (For Koreans)	GME Mobile	주민등록초본 동작 정상적으로 진행되는지 확인 			19_IssueCertificate	[03] Certificate - 주민등록초본(Resident Registration, For Koreans)	0.16	19_IssueCertificate	[04] Certificate - 주민등록등본(Household Register, For Koreans)
Issue Certificate	388	Certificate of Alien Income	GME Mobile	소득금액증명 정상적으로 진행되는지 확인 			19_IssueCertificate	[02] Certificate - 소득금액증명(Certificate of Alien Income, 홈택스)	0.35	19_IssueCertificate	[01] Certificate - 외국인등록사실증명(Certificate of Alien Registration)
Booking	389	Book Train Ticket	GME Mobile	KTX 예약 동작 정상적으로 진행되는지 확인  - GME Pay & 신용카드 결제 동작 확인 			20_Booking	[02] Book Train Ticket - KTX 예약 동작 정상적으로 진행되는지 확인	0.82	20_Booking	[01] View Booking History - 예약 이력 정상노출 확인
Booking	390	View Booking History	GME Mobile	예약 이력 정상노출 확인			20_Booking	[01] View Booking History - 예약 이력 정상노출 확인	1.18	20_Booking	[02] Book Train Ticket - KTX 예약 동작 정상적으로 진행되는지 확인
Card	391	View Booking History	GME Mobile	Balance 선택 시 금액 정상적으로 GME PAY 잔액 정상 노출 확인 			21_Card	[30] Balance - Balance 선택 시 GME PAY 잔액 정상 노출 확인	0.84	21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인
Card	392	Recharge_Wallet	Simple Password	간편비밀번호 일치 시 충전동작 확인 - 간편비밀번호 불일치 시 충전동작 불가 확인 			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.59	21_Card	[31] Recharge (Wallet) - Simple PW 간편비밀번호 일치/불일치 확인
Card	393	Recharge_Wallet	Biometric	생체인식 일치 시 충전동작 확인 - 생체인식 불일치 시 간편비밀번호 발생 및 충전 확인			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.36	21_Card	[31] Recharge (Wallet) - Simple PW 간편비밀번호 일치/불일치 확인
Card	394	Recharge_Openbanking (KFTC)	OTP / Password	OTP 일치 시 충전동작 확인 - OTP 불일치 시 충전불가 동작 확인  			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.38	21_Card	[31] Recharge (Wallet) - Simple PW 간편비밀번호 일치/불일치 확인
Card	395	Recharge_Openbanking (KFTC)	Biometric	생체인식 틀릴시 충전 불가 확인  - OTP 입력페이지 발생 확인 및 정상 입력 시 송금 확인 			21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인	0.19	21_Card	[30] Balance - Balance 선택 시 GME PAY 잔액 정상 노출 확인
Card	396	Refund	Biometric	환불 정상적으로 진행되는지 확인  - Wallet으로 환불 확인			21_Card	[32] Refund - 환불 정상적으로 진행되는지 확인	0.92	21_Card	[24] Global QR - Wallet 지불 동작 확인
Card	397	GME Shop_Wallet	Simple Password	간편비밀번호 일치 시 구매동작 확인 - 간편비밀번호 불일치 시 구매동작 불가 확인 			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.87	21_Card	[31] Recharge (Wallet) - Simple PW 간편비밀번호 일치/불일치 확인
Card	398	GME Shop_Wallet	Biometric	생체인식 일치 시 구매동작 확인 - 생체인식 불일치 시 간편비밀번호 발생 및 구매동작 확인			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.68	21_Card	[31] Recharge (Wallet) - Simple PW 간편비밀번호 일치/불일치 확인
Card	399	GME Shop_Openbanking (KFTC)	OTP / Password	OTP 일치 시 구매동작 확인 - OTP 불일치 시 구매동작 불가확인			21_Card	[33-1] GME Shop_Wallet - 간편비밀번호 일치/불일치 시 구매동작 확인	0.47	21_Card	[33] GME Shop - GME Shop 화면 진입 확인
Card	400	GME Shop_Openbanking (KFTC)	Biometric	생체인식 틀릴시 구매 불가 확인  - OTP 입력페이지 발생 확인 및 정상 입력 시 구매 확인 			21_Card	[33] GME Shop - GME Shop 화면 진입 확인	0.26	21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인
Card	401	GME Shop_Openbanking (KFTC)	Purchase	GME Pay 잔액 부족 시 KFTC 연결 되어있을 경우 구매 동작 확인  - 부족한 잔액만큼 충전 확인 			21_Card	[33] GME Shop - GME Shop 화면 진입 확인	0.36	21_Card	[25] Global QR - KFTC 지불 동작 확인
Card	402	Card Apply	Purchase	카드선택페이지 정상 진입 확인 및 Apply 동작 확인			21_Card	[08] Card Change - 주소변경 시 카드수령지 정보 변경 동작 확인	0.30	21_Card	[24] Global QR - Wallet 지불 동작 확인
Card	403	Card Apply	Purchase	Select Pay service 선택 동작 확인			21_Card	[24] Global QR - Wallet 지불 동작 확인	0.34	21_Card	[25] Global QR - KFTC 지불 동작 확인
Card	404	Card Apply	Purchase	영문이름 수정 및 입력 동작 확인 			21_Card	[12] Card Management - CVC 번호 입력 및 카드 비밀번호 변경 동작 확인	0.34	21_Card	[25] Global QR - KFTC 지불 동작 확인
Card	405	Card Apply	Purchase	비밀번호 4자리 입력 동작 확인			21_Card	[12] Card Management - CVC 번호 입력 및 카드 비밀번호 변경 동작 확인	0.47	21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인
Card	406	Card Apply	Purchase	카드수령 동작 확인  - 비대면 택배  / 대면 택배 / 브랜치 수령 모두 확인 			21_Card	[08] Card Change - 주소변경 시 카드수령지 정보 변경 동작 확인	0.26	21_Card	[27] Mobile Transportation - 교통카드 삭제 동작 확인 (Android)
Card	407	Card Apply	Purchase	카드신청완료 동작 확인 			21_Card	[09] Card Change - 카드 정보 변경동작 확인	0.41	21_Card	[25] Global QR - KFTC 지불 동작 확인
Card	408	Card Change	Purchase	카드 수령지 상세정보 노출 확인			21_Card	[07] Card Change - 카드 수령지 상세정보 노출 확인	1.18	21_Card	[09] Card Change - 카드 정보 변경동작 확인
Card	409	Card Change	Purchase	주소변경 시 카드수령지 정보 변경 동작 확인 			21_Card	[08] Card Change - 주소변경 시 카드수령지 정보 변경 동작 확인	1.18	21_Card	[09] Card Change - 카드 정보 변경동작 확인
Card	410	Card Change	Purchase	카드 정보 변경동작 확인 			21_Card	[09] Card Change - 카드 정보 변경동작 확인	1.18	21_Card	[08] Card Change - 주소변경 시 카드수령지 정보 변경 동작 확인
Card	411	Card Cancel	Purchase	카드 취소시 정상취소 되는지 확인 			21_Card	[10] Card Cancel - 카드 취소시 정상취소 되는지 확인	1.18	21_Card	[09] Card Change - 카드 정보 변경동작 확인
Card	412	Card Management	View Card Benefits	카드 혜택페이지 이동 확인 			21_Card	[22] Card Management - 카드 혜택페이지 이동 확인 (View Card Benefits)	0.74	21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인
Card	413	Card Management	Card Number Details	카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인  - 카드번호 , CVC , 카드만료일			21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인	0.92	21_Card	[12] Card Management - CVC 번호 입력 및 카드 비밀번호 변경 동작 확인
Card	414	Card Management	Change Card PIN	CVC 번호 입력 및 카드 비밀번호 변경 동작 확인 			21_Card	[12] Card Management - CVC 번호 입력 및 카드 비밀번호 변경 동작 확인	1.18	21_Card	[11] Card Management - 카드 비밀번호 정상 입력시 카드 정보 페이지 노출 확인
